연도,도시,지역,국가,모양,지속초,시간대
2005,Knox,IN,US,triangle,300,afternoon
2005,Phoenix,AZ,US,triangle,600,nautical dusk
2005,Tinley Park,IL,US,triangle,3600,night
2005,Milwaukee,WI,US,triangle,300,night
2005,Tinley Park,IL,US,triangle,1200,night
2005,Louisburg,NC,US,triangle,900,civil dawn
2005,Coalinga,CA,US,triangle,240,night
2005,Bayside,NY,US,triangle,86400,night
2005,De Panne,Flanders,BE,triangle,10,astronomical dusk
2005,Yuma,AZ,US,triangle,60,night
2005,Ottawa,ON,CA,triangle,60,NA
2005,Midway,GA,US,triangle,60,night
2005,West Palm Beach,FL,US,triangle,600,afternoon
2005,Sicklerville,NJ,US,triangle,120,night
2005,Scottsdale,AZ,US,triangle,180,morning
2005,Green Valley,AZ,US,triangle,240,night
2005,Fort Collins,CO,US,triangle,9,night
2005,Lewisville,NC,US,triangle,600,night
2004,Bristol,TN,US,triangle,25,night
2004,Gardena,CA,US,triangle,300,night
2004,Sun Prairie,WI,US,triangle,600,night
2004,Mahwah,NJ,US,triangle,180,night
2004,Marysville,WA,US,triangle,120,nautical dusk
2004,Easton,PA,US,triangle,180,astronomical dusk
2004,Hawthorn Woods,IL,US,triangle,86400,night
2004,Longmont,CO,US,triangle,3,night
2004,Terrace,BC,CA,triangle,86400,astronomical dusk
2004,Hudson,NY,US,triangle,120,night
2004,San Francisco,CA,US,triangle,600,night
2004,Scappoose,OR,US,triangle,300,astronomical dawn
2004,Butte,MT,US,triangle,120,night
2004,Manly,IA,US,triangle,20,astronomical dusk
2004,Oakland,CA,US,triangle,15,night
2004,Amery,WI,US,triangle,30,night
2004,Levittown,PA,US,triangle,1800,night
2004,El Segundo,CA,US,triangle,3,morning
2003,Hagerstown,MD,US,triangle,60,night
2003,Trenton,MO,US,triangle,30,night
2003,Charlotte,NC,US,triangle,30,night
2003,Opp,AL,US,triangle,900,night
2003,Bristol,TN,US,triangle,10,night
2003,Orlando,FL,US,triangle,900,night
2003,Federal Way,WA,US,triangle,600,astronomical dusk
2003,Issaquah,WA,US,triangle,6,night
2003,Shreveport,LA,US,triangle,60,astronomical dusk
2003,Mentor-on-the-Lake,OH,US,triangle,3,afternoon
2003,Calgary,AB,CA,triangle,30,NA
2003,Beaumont,CA,US,triangle,1800,night
2003,Coquitlam,BC,CA,triangle,4,night
2003,Seattle,WA,US,triangle,1980,night
2002,Kirkland,QC,CA,triangle,5,night
2002,Dudley,MA,US,triangle,600,night
2002,Lakewood,CA,US,triangle,900,nautical dusk
2002,Langley,BC,CA,triangle,30,night
2002,Columbus,OH,US,triangle,120,astronomical dusk
2002,Dickinson,ND,US,triangle,120,night
2002,Rugby,ENG,GB,triangle,20,night
2002,Namur,Wallonia,BE,triangle,60,night
2002,Houston,TX,US,triangle,11,morning
2002,Muskegon,MI,US,triangle,10,astronomical dusk
2002,Red Deer,AB,CA,triangle,6,night
2002,Middletown,OH,US,triangle,6,night
2002,Sioux Falls,SD,US,triangle,30,night
2002,Salem,OR,US,triangle,600,night
2001,Baton Rouge,LA,US,triangle,150,night
2001,Chilhowie,VA,US,triangle,180,afternoon
2001,Studio City,CA,US,triangle,180,night
2001,Valdese,NC,US,triangle,120,afternoon
2001,Bothell,WA,US,triangle,1800,afternoon
2001,Newmarket,ON,CA,triangle,10,night
2001,Cottage Grove,OR,US,triangle,60,astronomical dusk
2001,Chapel Hill,NC,US,triangle,3600,civil dusk
2001,Longmont,CO,US,triangle,600,night
2001,Marietta,GA,US,triangle,10,afternoon
2001,Green River,UT,US,triangle,30,morning
2001,Fleetwood,ENG,GB,triangle,480,nautical dusk
2001,Oceanside,CA,US,triangle,30,night
2000,Mission,KS,US,triangle,10,night
2000,Toronto,ON,CA,triangle,60,night
2000,Dana Point,CA,US,triangle,30,night
2000,Silver Lake,CA,US,triangle,1800,night
2000,Naha,Okinawa,JP,triangle,60,NA
2000,Pipestone,MN,US,triangle,600,night
2000,Bellevue,WA,US,triangle,180,morning
2000,Sycamore,OH,US,triangle,1500,nautical dusk
2000,Santa Fe,NM,US,triangle,180,nautical dusk
2000,Southampton,ENG,GB,triangle,15,night
2000,Falconer,NY,US,triangle,15,astronomical dusk
2000,Bristol,VT,US,triangle,300,astronomical dusk
2000,Union,MO,US,triangle,86400,night
1999,Carlsbad,CA,US,triangle,2,night
1999,Baton Rouge,LA,US,triangle,5,night
1999,Florence,KY,US,triangle,600,afternoon
1999,Santa Ana,CA,US,triangle,20,night
1999,Junction City,OH,US,triangle,120,night
1999,Myrtle Beach,SC,US,triangle,60,night
1999,Point Pleasant,WV,US,triangle,86400,night
1999,Royal Oak,MI,US,triangle,6,afternoon
1999,Lompoc,CA,US,triangle,600,morning
1999,Falkirk,SCT,GB,triangle,600,night
1998,Fort Smith,AR,US,triangle,300,nautical dawn
1998,Alva,OK,US,triangle,120,night
1998,Gonzales,LA,US,triangle,120,night
1998,Grande Prairie,AB,CA,triangle,50,afternoon
1998,Sulphur Springs,TX,US,triangle,5,afternoon
1998,O'Fallon,MO,US,triangle,1200,afternoon
1998,Brighton,IL,US,triangle,900,night
1998,Columbus,OH,US,triangle,480,night
1997,Santa Cruz,CA,US,triangle,300,night
1997,Summerville,SC,US,triangle,1200,night
1997,Dracut,MA,US,triangle,120,afternoon
1997,Ticonderoga,NY,US,triangle,300,morning
1997,Bouse,AZ,US,triangle,60,night
1997,Austin,TX,US,triangle,1800,afternoon
1997,Chandler,AZ,US,triangle,90,night
1997,Los Angeles,CA,US,triangle,7,night
1996,Merrimac,MA,US,triangle,40,night
1996,Fairfield,OH,US,triangle,60,afternoon
1996,St. Louis,MO,US,triangle,1800,night
1996,Burns,OR,US,triangle,900,night
1995,Washburn,ND,US,triangle,20,night
1995,Elizabethtown,KY,US,triangle,60,night
1995,New York City,NY,US,triangle,10,night
1995,Redding,CA,US,triangle,1800,astronomical dusk
1994,Birmingham,AL,US,triangle,900,night
1994,Caldwell,ID,US,triangle,300,afternoon
1994,Montgomery,AL,US,triangle,10800,astronomical dusk
1993,Elkton,MD,US,triangle,1800,night
1993,Winnsboro,SC,US,triangle,300,afternoon
1993,Greenville,SC,US,triangle,600,night
1992,New Hope,PA,US,triangle,300,night
1992,Swarthmore,PA,US,triangle,120,night
1991,Avon,MA,US,triangle,1200,astronomical dusk
1990,Townsend,MT,US,triangle,3,night
1990,Minot,ND,US,triangle,90,night
1989,Pickering,ON,CA,triangle,180,morning
1988,Liberty,NC,US,triangle,60,night
1988,Yardley,PA,US,triangle,1800,afternoon
1987,Yankton,SD,US,triangle,6,astronomical dusk
1986,Del Rio,TX,US,triangle,20,nautical dusk
1985,Buckner,MO,US,triangle,720,astronomical dusk
1985,Houston,TX,US,triangle,2400,night
1984,Tolland,CT,US,triangle,300,astronomical dusk
1983,Springfield,VT,US,triangle,600,NA
1982,Detroit,MI,US,triangle,900,afternoon
1980,Ormstown,QC,CA,triangle,120,afternoon
1979,Wenatchee,WA,US,triangle,8,astronomical dusk
1978,Fort Worth,TX,US,triangle,480,afternoon
1978,Grand Prairie,TX,US,triangle,60,night
1977,Mechanicsburg,PA,US,triangle,180,astronomical dusk
1976,Sycamore,IL,US,triangle,900,NA
1975,Smithland,KY,US,triangle,600,civil dusk
1974,Morgan City,LA,US,triangle,600,night
1973,San Jose,CA,US,triangle,900,astronomical dusk
1969,Bryan,TX,US,triangle,60,afternoon
1966,Winston-Salem,NC,US,triangle,60,night
1962,Beaverton,OR,US,triangle,120,afternoon
2023,Prescott Valley,AZ,US,unknown,60,night
2023,Jackson,MS,US,unknown,86400,astronomical dusk
2023,Fort Collins,CO,US,unknown,4,night
2022,Waterford,CT,US,unknown,60,nautical dusk
2022,Arlington,TX,US,unknown,15,nautical dusk
2022,Norfolk,VA,US,unknown,240,night
2022,Onaway,MI,US,unknown,180,astronomical dusk
2022,Louisville,KY,US,unknown,180,morning
2022,Anahola,HI,US,unknown,2,night
2021,Southampton,ENG,GB,unknown,120,night
2021,Salem,OR,US,unknown,300,NA
2021,Anthem,AZ,US,unknown,2700,nautical dusk
2021,Running Springs,CA,US,unknown,60,afternoon
2021,Las Vegas,NV,US,unknown,300,morning
2021,Richland,WA,US,unknown,45,night
2020,Goldsboro,NC,US,unknown,60,civil dusk
2020,Jasper,GA,US,unknown,120,morning
2020,Telford,ENG,GB,unknown,1200,night
2020,Yelm,WA,US,unknown,180,nautical dusk
2020,Seneca Falls,NY,US,unknown,30,night
2020,New York City,NY,US,unknown,600,afternoon
2020,Houston,TX,US,unknown,900,night
2020,Edgewood,WA,US,unknown,20,astronomical dusk
2020,Lowell,OR,US,unknown,86400,night
2020,Boise,ID,US,unknown,86400,astronomical dusk
2020,Kastl,Bavaria,DE,unknown,300,night
2020,Seattle,WA,US,unknown,600,morning
2020,Bude,ENG,GB,unknown,10,civil dawn
2019,Torrevieja,Valencia,ES,unknown,420,night
2019,Shelbyville,IL,US,unknown,10,civil dusk
2019,Snellville,GA,US,unknown,10,astronomical dusk
2019,Woodbridge,VA,US,unknown,120,night
2019,Plymouth,NH,US,unknown,300,night
2019,Hartford,CT,US,unknown,120,night
2019,Santa Cruz,CA,US,unknown,180,morning
2019,Lindon,UT,US,unknown,180,night
2019,Santee,CA,US,unknown,30,nautical dusk
2019,Wernersville,PA,US,unknown,3,morning
2019,Enfield,CT,US,unknown,5,afternoon
2019,Minot,ND,US,unknown,300,night
2019,Colorado Springs,CO,US,unknown,300,afternoon
2019,Robinson,PA,US,unknown,720,nautical dusk
2018,Bizerte,Bizerte Governorate,TN,unknown,180,afternoon
2018,Albuquerque,NM,US,unknown,240,afternoon
2018,Jonesborough,TN,US,unknown,180,night
2018,Kelseyville,CA,US,unknown,300,astronomical dusk
2018,Montgomery,IL,US,unknown,20,afternoon
2018,Park Ridge,IL,US,unknown,480,morning
2018,Tenterden,ENG,GB,unknown,5,night
2018,Mattoon,IL,US,unknown,300,afternoon
2018,Haddonfield,NJ,US,unknown,60,night
2017,Memphis,TN,US,unknown,2700,night
2017,Cape Coral,FL,US,unknown,300,morning
2017,New York City,NY,US,unknown,600,afternoon
2017,Liberty,NC,US,unknown,180,night
2017,Barboursville,WV,US,unknown,1,night
2017,Strafford,NH,US,unknown,5,night
2017,Chestertown,MD,US,unknown,120,night
2017,Kalamazoo,MI,US,unknown,600,civil dusk
2017,Zia Pueblo,NM,US,unknown,120,civil dusk
2017,Dover,DE,US,unknown,120,afternoon
2017,Gulf Shores,AL,US,unknown,40,night
2017,Tucson,AZ,US,unknown,600,night
2016,Miami,FL,US,unknown,300,morning
2016,La Ronge,SK,CA,unknown,300,night
2016,Madison,WI,US,unknown,300,night
2016,North Pole,AK,US,unknown,1200,night
2016,Marshalltown,IA,US,unknown,3,night
2016,Wethersfield,CT,US,unknown,20,night
2016,Concord,NH,US,unknown,120,night
2016,Live Oak,FL,US,unknown,180,night
2016,Kingman,AZ,US,unknown,10,nautical dawn
2016,West Palm Beach,FL,US,unknown,1800,night
2016,Grand Marais,MN,US,unknown,1200,nautical dusk
2016,Marysville,WA,US,unknown,180,nautical dusk
2016,Maple Ridge,BC,CA,unknown,300,night
2016,Lafayette,CO,US,unknown,600,night
2015,Youghal,NA,IE,unknown,900,night
2015,Kenvil,NJ,US,unknown,15,civil dusk
2015,Villas,NJ,US,unknown,120,night
2015,Covina,CA,US,unknown,180,nautical dusk
2015,Seattle,WA,US,unknown,600,night
2015,Ringgold,GA,US,unknown,20,night
2015,Coconut Creek,FL,US,unknown,300,night
2015,Corpus Christi,TX,US,unknown,20,night
2015,Ottawa,IL,US,unknown,120,night
2015,Somerville,NJ,US,unknown,900,nautical dusk
2015,Puyallup,WA,US,unknown,60,NA
2015,Lawrence,KS,US,unknown,300,civil dusk
2015,Waukesha,WI,US,unknown,30,night
2015,Kingston,NH,US,unknown,600,night
2015,Reynoldsburg,OH,US,unknown,600,night
2015,Saint Charles,MO,US,unknown,60,astronomical dusk
2015,Goldsboro,NC,US,unknown,900,night
2015,Austin,TX,US,unknown,240,night
2015,Montara,CA,US,unknown,40,nautical dawn
2014,Ocala,FL,US,unknown,600,night
2014,Somerset,NJ,US,unknown,600,civil dusk
2014,Portland,OR,US,unknown,10,night
2014,Beverly Hills,MI,US,unknown,30,civil dawn
2014,manorville,NY,US,unknown,2,night
2014,Arlington,TN,US,unknown,3,astronomical dusk
2014,Linglestown,PA,US,unknown,120,night
2014,Cullowhee,NC,US,unknown,86400,nautical dusk
2014,Memphis,TN,US,unknown,480,night
2014,Omaha,NE,US,unknown,120,astronomical dusk
2014,Taylor,MI,US,unknown,600,night
2014,El Cajon,CA,US,unknown,120,night
2014,Miami,OK,US,unknown,600,night
2014,Blackwood,NJ,US,unknown,600,night
2014,Islip,NY,US,unknown,2400,night
2014,Fyffe,AL,US,unknown,300,night
2014,El Cajon,CA,US,unknown,120,night
2014,Morganton,NC,US,unknown,60,night
2014,Chester Heights,PA,US,unknown,120,night
2014,East Tawas,MI,US,unknown,180,night
2014,Ridgecrest,CA,US,unknown,180,night
2014,Maricopa,AZ,US,unknown,1200,night
2013,Johannesburg,Gauteng,ZA,unknown,86400,night
2013,Laurel,DE,US,unknown,300,night
2013,Tucson,AZ,US,unknown,240,night
2013,Santa Fe,NM,US,unknown,420,night
2013,Auburn,CA,US,unknown,30,night
2013,Lawrence,KS,US,unknown,240,afternoon
2013,Myrtle Beach,SC,US,unknown,4,night
2013,Fergus Falls,MN,US,unknown,86400,nautical dusk
2013,Lincoln,NE,US,unknown,2700,night
2013,Phoenixville,PA,US,unknown,300,nautical dusk
2013,Selah,WA,US,unknown,600,nautical dusk
2013,Boca Raton,FL,US,unknown,600,night
2013,Stuart,FL,US,unknown,300,nautical dusk
2013,Rolesville,NC,US,unknown,5,night
2013,Grantsburg,WI,US,unknown,180,NA
2013,Quito,Pichincha,EC,unknown,300,afternoon
2013,Prattville,AL,US,unknown,120,night
2013,Thornton,CO,US,unknown,300,astronomical dusk
2013,Fredericksburg,VA,US,unknown,300,night
2013,Black River Falls,WI,US,unknown,300,afternoon
2012,Rapid City,SD,US,unknown,180,night
2012,Morrison,IL,US,unknown,20,night
2012,Oconomowoc,WI,US,unknown,86400,afternoon
2012,Kamiah,ID,US,unknown,120,night
2012,Scottsdale,AZ,US,unknown,600,night
2012,Richmond,TX,US,unknown,300,night
2012,Springfield,OR,US,unknown,300,afternoon
2012,Saskatoon,SK,CA,unknown,80,nautical dusk
2012,Fulton,KY,US,unknown,5400,afternoon
2012,Hugo,MN,US,unknown,240,nautical dusk
2012,Everett,WA,US,unknown,300,NA
2012,Bloomington,MN,US,unknown,60,nautical dusk
2012,Kendallville,IN,US,unknown,180,nautical dusk
2012,Helsinki,Uusimaa,FI,unknown,120,NA
2012,St. Louis,MO,US,unknown,120,night
2012,Phoenix,AZ,US,unknown,300,night
2012,Sweetwater,TN,US,unknown,240,night
2012,Greenfield,MA,US,unknown,300,night
2012,Laredo,TX,US,unknown,30,nautical dusk
2012,Medford,OR,US,unknown,300,night
2011,Bellingham,WA,US,unknown,180,nautical dawn
2011,La Plata,MD,US,unknown,300,afternoon
2011,Ringgold,GA,US,unknown,1200,night
2011,Sea Isle City,NJ,US,unknown,300,night
2011,Chula Vista,CA,US,unknown,600,night
2011,Buffalo,MN,US,unknown,10,night
2011,Port Neches,TX,US,unknown,120,night
2011,Yankton,SD,US,unknown,60,nautical dusk
2011,Menasha,WI,US,unknown,600,nautical dusk
2011,Miami,FL,US,unknown,120,night
2011,Dunnellon,FL,US,unknown,5,morning
2011,Apple Valley,CA,US,unknown,180,afternoon
2011,Dayton,VA,US,unknown,15,astronomical dusk
2010,Moncks Corner,SC,US,unknown,60,nautical dusk
2010,Reading,OH,US,unknown,600,morning
2010,Levelland,TX,US,unknown,2700,night
2010,Rangely,CO,US,unknown,30,morning
2010,Temecula,CA,US,unknown,15,night
2010,Nevada City,CA,US,unknown,180,night
2010,Lincoln,NE,US,unknown,300,astronomical dusk
2010,South Shore,KY,US,unknown,45,astronomical dusk
2010,Oakland,CA,US,unknown,5,nautical dusk
2010,Winnipeg,MB,CA,unknown,300,nautical dusk
2010,Shelbyville,IL,US,unknown,180,night
2010,Crestview,FL,US,unknown,120,night
2009,Union City,CA,US,unknown,900,night
2009,Milwaukee,WI,US,unknown,30,night
2009,Clinton,CT,US,unknown,20,night
2009,Baildon,ENG,GB,unknown,120,night
2009,Mississauga,ON,CA,unknown,25,night
2009,Bay City,MI,US,unknown,300,astronomical dusk
2009,Butler,MO,US,unknown,720,afternoon
2009,Sligo,PA,US,unknown,600,astronomical dusk
2009,Mesa,AZ,US,unknown,180,night
2009,Allentown,PA,US,unknown,12,night
2009,Starke,FL,US,unknown,86400,night
2009,Myrtle Beach,SC,US,unknown,600,night
2008,Titusville,FL,US,unknown,900,night
2008,Colorado Springs,CO,US,unknown,15,afternoon
2008,Oberlin,OH,US,unknown,30,night
2008,Loudon,TN,US,unknown,20,night
2008,Spencer,WV,US,unknown,300,afternoon
2008,Elkhorn City,KY,US,unknown,2700,night
2008,Chehalis,WA,US,unknown,30,nautical dusk
2008,Texhoma,OK,US,unknown,600,morning
2008,Buckeye,AZ,US,unknown,300,afternoon
2008,Duncansville,PA,US,unknown,1200,astronomical dusk
2008,Des Plaines,IL,US,unknown,120,night
2008,Pomona,CA,US,unknown,1800,afternoon
2008,Elizabethtown,KY,US,unknown,4,night
2008,New York City,NY,US,unknown,900,civil dawn
2008,Las Vegas,NV,US,unknown,300,night
2007,San Martin,CA,US,unknown,180,night
2007,Dinuba,CA,US,unknown,180,astronomical dusk
2007,Monee,IL,US,unknown,150,night
2007,Mooresville,NC,US,unknown,8,night
2007,Ringgold,GA,US,unknown,2700,night
2007,Cherry Hill,NJ,US,unknown,5,night
2007,Escalante,UT,US,unknown,300,astronomical dusk
2007,St. Louis,MO,US,unknown,600,astronomical dusk
2007,Richmond,KY,US,unknown,240,astronomical dusk
2007,Lakeview,OH,US,unknown,45,night
2007,Congress,AZ,US,unknown,5,night
2007,Oglala,SD,US,unknown,600,morning
2007,Chesnee,SC,US,unknown,240,night
2006,Indianapolis,IN,US,unknown,15,night
2006,Los Angeles,CA,US,unknown,300,afternoon
2006,Kennewick,WA,US,unknown,86400,night
2006,Albuquerque,NM,US,unknown,10,afternoon
2006,Federal Way,WA,US,unknown,5,night
2006,Williams Lake,BC,CA,unknown,30,astronomical dusk
2006,Tucson,AZ,US,unknown,2700,astronomical dawn
2006,Sacramento,CA,US,unknown,5,civil dusk
2006,Wauchula,FL,US,unknown,86400,afternoon
2006,Sioux Falls,SD,US,unknown,180,civil dusk
2006,Waupaca,WI,US,unknown,180,afternoon
2006,Panama City,FL,US,unknown,180,night
2006,Lantana,FL,US,unknown,120,astronomical dawn
2005,Highland Park,MI,US,unknown,4,nautical dawn
2005,Columbia,MO,US,unknown,4,night
2005,Napa,CA,US,unknown,1200,night
2005,Gig Harbor,WA,US,unknown,300,afternoon
2005,Oakland,ME,US,unknown,600,night
2005,Dallas,TX,US,unknown,3,night
2005,Freeport,NY,US,unknown,30,afternoon
2005,Clovis,NM,US,unknown,1200,civil dawn
2005,Glennville,GA,US,unknown,1800,night
2005,Walker,MN,US,unknown,600,night
2005,Dhaka,Dhaka,BD,unknown,60,night
2004,Tulsa,OK,US,unknown,20,civil dusk
2004,Ashburn,VA,US,unknown,15,night
2004,Whitmire,SC,US,unknown,60,night
2004,Myrtle Beach,SC,US,unknown,600,astronomical dusk
2004,Albuquerque,NM,US,unknown,180,night
2004,Baxter,TN,US,unknown,1200,civil dusk
2004,Arlington,WA,US,unknown,300,nautical dusk
2004,Ames,IA,US,unknown,360,astronomical dusk
2004,Honolulu,HI,US,unknown,45,astronomical dusk
2004,Stone Harbor,NJ,US,unknown,300,night
2004,Charlestown,IN,US,unknown,5400,night
2004,Deer Park,NY,US,unknown,120,civil dusk
2003,Dunstable,ENG,GB,unknown,900,night
2003,Coppell,TX,US,unknown,300,night
2003,Spring,TX,US,unknown,60,night
2003,West Jordan,UT,US,unknown,6,afternoon
2003,Parishville,NY,US,unknown,1800,night
2003,Vancouver,BC,CA,unknown,43200,night
2003,Nashville,TN,US,unknown,86400,night
2003,Deniliquin,New South Wales,AU,unknown,1800,night
2003,Joplin,MO,US,unknown,10,night
2003,Bedford,TX,US,unknown,150,morning
2003,Brinnon,WA,US,unknown,2400,night
2002,Layton,UT,US,unknown,10,night
2002,Vilnius,Vilnius,LT,unknown,1200,night
2002,Louisville,OH,US,unknown,45,night
2002,Elma,WA,US,unknown,86400,night
2002,Derry,NH,US,unknown,300,night
2002,Pittsfield,ME,US,unknown,600,astronomical dusk
2002,Norwalk,CT,US,unknown,120,nautical dawn
2002,Greers Ferry,AR,US,unknown,1500,nautical dusk
2002,Erie,PA,US,unknown,3,night
2001,Hartlepool,ENG,GB,unknown,600,night
2001,Everett,WA,US,unknown,600,night
2001,Newtown,CT,US,unknown,60,night
2001,Chehalis,WA,US,unknown,300,morning
2001,Mesa,AZ,US,unknown,180,morning
2001,Jackson,MI,US,unknown,480,afternoon
2001,Salt Lake City,UT,US,unknown,1200,nautical dusk
2000,North Pole,AK,US,unknown,600,night
2000,Elyria,OH,US,unknown,20,night
2000,Belmont,CA,US,unknown,15,astronomical dusk
2000,Deming,NM,US,unknown,60,astronomical dusk
2000,Southampton,ENG,GB,unknown,180,NA
2000,Broad Creek,NC,US,unknown,60,night
2000,Flagstaff,AZ,US,unknown,4,night
1999,Huntington,WV,US,unknown,15,nautical dawn
1999,Sunland,CA,US,unknown,2400,afternoon
1999,Miami,FL,US,unknown,25,astronomical dusk
1999,Santa Cruz,CA,US,unknown,60,night
1999,Durango,CO,US,unknown,300,nautical dawn
1999,Guilford,CT,US,unknown,300,night
1999,Worcester,MA,US,unknown,30,night
1998,Orlando,FL,US,unknown,60,night
1998,Grande Prairie,AB,CA,unknown,180,morning
1998,Tucson,AZ,US,unknown,10,afternoon
1998,New Washington,OH,US,unknown,30,night
1997,Foley,MN,US,unknown,300,night
1997,Hudson,WI,US,unknown,300,night
1995,Antelope,CA,US,unknown,180,night
1995,Lake Forest,IL,US,unknown,300,night
1994,Carthage,MO,US,unknown,180,night
1993,Riga,Riga,LV,unknown,600,NA
1992,Seatac,WA,US,unknown,20,NA
1991,Franklin,NJ,US,unknown,120,night
