연도,도시,지역,국가,모양,지속초,시간대
2017,St. Petersburg,FL,US,sphere,300,night
2017,Folsom,CA,US,sphere,60,civil dusk
2017,Fayetteville,NC,US,sphere,300,afternoon
2016,Luther,OK,US,sphere,40,night
2016,Fort Lauderdale,FL,US,sphere,7,night
2016,Lewis center,OH,US,sphere,30,night
2016,Harrogate,TN,US,sphere,900,afternoon
2016,Brookings,SD,US,sphere,25,afternoon
2016,Sheboygan,WI,US,sphere,7,night
2016,Pittsburgh,PA,US,sphere,2,afternoon
2016,Nampa,ID,US,sphere,1800,morning
2016,Pine Grove,CA,US,sphere,600,night
2016,Raleigh,NC,US,sphere,10,afternoon
2015,Lee's Summit,MO,US,sphere,15,morning
2015,Mount Ida,AR,US,sphere,10,afternoon
2015,Rialto,CA,US,sphere,300,nautical dusk
2015,Schenectady,NY,US,sphere,30,night
2015,Campbell,CA,US,sphere,180,night
2015,New City,NY,US,sphere,900,night
2015,Warwick,RI,US,sphere,10,afternoon
2015,Laurys Station,PA,US,sphere,180,nautical dusk
2015,Stallings,NC,US,sphere,86400,civil dusk
2015,Pineville,LA,US,sphere,5,afternoon
2015,Mount Orab,OH,US,sphere,86400,night
2015,Pasco,WA,US,sphere,300,civil dusk
2015,Wendell,NC,US,sphere,600,night
2015,Mount Vernon,OH,US,sphere,180,night
2014,Saint George,UT,US,sphere,600,night
2014,Tulsa,OK,US,sphere,600,night
2014,Indianapolis,IN,US,sphere,600,nautical dusk
2014,Crete,IL,US,sphere,900,night
2014,Manassas,VA,US,sphere,300,nautical dusk
2014,Asheboro,NC,US,sphere,600,nautical dusk
2014,North Myrtle Beach,SC,US,sphere,30,night
2014,North Adams,MA,US,sphere,300,night
2014,Carlisle,PA,US,sphere,60,morning
2014,Bellingham,WA,US,sphere,120,NA
2014,Ringgold,GA,US,sphere,300,afternoon
2014,Hatfield,PA,US,sphere,600,nautical dusk
2014,Wheelersburg,OH,US,sphere,1500,nautical dusk
2014,Melbourne Beach,FL,US,sphere,25,night
2014,San Antonio,TX,US,sphere,8,afternoon
2014,Phoenix,AZ,US,sphere,5,night
2014,Albuquerque,NM,US,sphere,60,astronomical dusk
2014,Mukwonago,WI,US,sphere,300,night
2014,Tampa,FL,US,sphere,900,night
2014,Marshall,TX,US,sphere,10,astronomical dusk
2014,Pukalani,HI,US,sphere,600,night
2013,Greensboro,NC,US,sphere,60,night
2013,Maynard,MA,US,sphere,10,night
2013,Severna Park,MD,US,sphere,900,night
2013,Charlotte,NC,US,sphere,240,afternoon
2013,Arlington,VA,US,sphere,600,night
2013,Severna Park,MD,US,sphere,120,night
2013,Round Rock,TX,US,sphere,5,night
2013,Barrie,ON,CA,sphere,240,astronomical dusk
2013,Wilton Manors,FL,US,sphere,300,afternoon
2013,Puyallup,WA,US,sphere,600,NA
2013,Independence,KY,US,sphere,120,nautical dusk
2013,Lynchburg,VA,US,sphere,120,nautical dusk
2013,Plymouth,ENG,GB,sphere,120,nautical dusk
2013,Wakarusa,IN,US,sphere,180,nautical dusk
2013,Williamsburg,VA,US,sphere,120,night
2013,Dade City,FL,US,sphere,480,astronomical dusk
2013,Orem,UT,US,sphere,300,night
2012,Atlantic Beach,FL,US,sphere,720,night
2012,Tomah,WI,US,sphere,3,night
2012,Brampton,ON,CA,sphere,3,civil dawn
2012,Sacramento,CA,US,sphere,10,night
2012,San Diego,CA,US,sphere,720,afternoon
2012,San Diego,CA,US,sphere,60,afternoon
2012,Burnsville,MN,US,sphere,60,night
2012,Aptos,CA,US,sphere,2400,night
2012,Boonville,IN,US,sphere,240,nautical dusk
2012,Timmins,ON,CA,sphere,1800,night
2012,Pomona,CA,US,sphere,86400,astronomical dusk
2012,Omaha,NE,US,sphere,180,afternoon
2012,Cranston,RI,US,sphere,900,night
2012,MIshawaka,IN,US,sphere,300,morning
2012,Birmingham,ENG,GB,sphere,60,afternoon
2012,Cowen,WV,US,sphere,60,nautical dusk
2012,Rochester Hills,MI,US,sphere,60,night
2012,Hudson Falls,NY,US,sphere,180,night
2011,Spencer,IA,US,sphere,30,morning
2011,Hanover,MA,US,sphere,180,night
2011,Madison Heights,VA,US,sphere,300,nautical dusk
2011,Vancouver,WA,US,sphere,180,night
2011,Columbia,MO,US,sphere,300,night
2011,South Bend,IN,US,sphere,30,morning
2011,Vancouver,WA,US,sphere,600,nautical dusk
2011,Blue Springs,MO,US,sphere,180,nautical dusk
2011,Littleton,CO,US,sphere,240,morning
2011,Cincinnati,OH,US,sphere,12,nautical dusk
2011,Arizona City,AZ,US,sphere,600,nautical dusk
2011,Harleysville,PA,US,sphere,30,night
2011,Smithfield,VA,US,sphere,60,afternoon
2010,The Woodlands,TX,US,sphere,120,night
2010,Pittsburgh,PA,US,sphere,120,night
2010,Shelbyville,IN,US,sphere,15,afternoon
2010,Naperville,IL,US,sphere,3,afternoon
2010,Seattle,WA,US,sphere,60,NA
2010,Poteau,OK,US,sphere,180,astronomical dusk
2010,Sarasota,FL,US,sphere,60,nautical dusk
2010,Rochester,MN,US,sphere,10,night
2010,Tralee,NA,IE,sphere,1200,civil dusk
2010,Uxbridge,MA,US,sphere,300,night
2009,London,ENG,GB,sphere,240,morning
2009,Trumbull,CT,US,sphere,60,astronomical dusk
2009,Franklin,TN,US,sphere,120,night
2009,East Dennis,MA,US,sphere,120,night
2009,Iola,KS,US,sphere,180,astronomical dusk
2009,Phoenix,AZ,US,sphere,2700,civil dusk
2009,York,ENG,GB,sphere,5,night
2009,Tampa,FL,US,sphere,2,night
2009,Chicago,IL,US,sphere,1200,afternoon
2009,Berkeley,CA,US,sphere,1500,night
2008,Florence,SC,US,sphere,2700,night
2008,Rochester,ENG,GB,sphere,180,night
2008,Newport Beach,CA,US,sphere,2,nautical dusk
2008,Paducah,KY,US,sphere,45,civil dusk
2008,North Myrtle Beach,SC,US,sphere,86400,night
2008,Wapakoneta,OH,US,sphere,90,night
2008,Westminster,CO,US,sphere,30,nautical dusk
2008,Adamsville,AL,US,sphere,120,nautical dusk
2008,Buena Vista,CO,US,sphere,10,morning
2008,Vancouver,BC,CA,sphere,480,night
2008,Hoyt Lakes,MN,US,sphere,3,night
2007,San Diego,CA,US,sphere,600,afternoon
2007,South Amboy,NJ,US,sphere,360,afternoon
2007,Frederick,MD,US,sphere,1200,morning
2007,Edmond,OK,US,sphere,120,astronomical dusk
2007,Lemont,IL,US,sphere,180,night
2007,New York City,NY,US,sphere,120,afternoon
2007,Winthrop,NY,US,sphere,180,night
2007,London,ENG,GB,sphere,1200,night
2006,Bakersfield,CA,US,sphere,360,astronomical dusk
2006,Naperville,IL,US,sphere,180,afternoon
2006,Baytown,TX,US,sphere,180,civil dusk
2006,Wilmington,DE,US,sphere,900,afternoon
2006,Orlando,FL,US,sphere,60,morning
2006,San Angelo,TX,US,sphere,1800,nautical dusk
2006,Maysville,NC,US,sphere,10,NA
2006,Warren,ME,US,sphere,10,nautical dusk
2005,Maryville,TN,US,sphere,600,morning
2005,Kendallville,IN,US,sphere,15,afternoon
2005,Warrenville,IL,US,sphere,15,night
2005,Goleta,CA,US,sphere,300,civil dusk
2005,Lynnwood,WA,US,sphere,600,NA
2005,Edwardsville,IL,US,sphere,10,afternoon
2005,Petoskey,MI,US,sphere,7,morning
2005,Brunswick,GA,US,sphere,25,nautical dawn
2004,Santa Clarita,CA,US,sphere,1800,afternoon
2004,Rock Island,IL,US,sphere,86400,afternoon
2004,Honolulu,HI,US,sphere,15,astronomical dusk
2004,Albuquerque,NM,US,sphere,30,afternoon
2004,Englewood,CO,US,sphere,900,afternoon
2004,West Palm Beach,FL,US,sphere,300,night
2004,Clarksville,TX,US,sphere,600,nautical dusk
2004,Kenner,LA,US,sphere,10,afternoon
2004,Queensbury,NY,US,sphere,300,afternoon
2004,Willard,MO,US,sphere,1200,night
2003,Paddock Lake,WI,US,sphere,2,night
2003,Los Angeles,CA,US,sphere,180,night
2003,Abrantes,Santarem,PT,sphere,10,night
2003,Van Nuys,CA,US,sphere,10,afternoon
2003,Maple Rapids,MI,US,sphere,600,night
2003,Alexandria,VA,US,sphere,14,afternoon
2003,London,ON,CA,sphere,10,astronomical dusk
2003,Byron Bay,New South Wales,AU,sphere,420,afternoon
2002,Derry,NH,US,sphere,5,night
2002,Malibu,CA,US,sphere,1800,nautical dusk
2002,Colorado Springs,CO,US,sphere,20,night
2002,Oak Ridge,TN,US,sphere,1800,afternoon
2002,Cincinnati,OH,US,sphere,30,afternoon
2002,Hollywood,FL,US,sphere,900,afternoon
2001,Hamden,CT,US,sphere,180,afternoon
2001,Arroyo Grande,CA,US,sphere,600,civil dusk
2001,Portland,OR,US,sphere,900,astronomical dusk
2001,West Hartford,CT,US,sphere,30,afternoon
2001,San Antonio,TX,US,sphere,2,night
2001,Ithaca,NY,US,sphere,300,astronomical dawn
2000,Jersey City,NJ,US,sphere,10,afternoon
2000,Nevada City,CA,US,sphere,1200,night
2000,Spanish Fork,UT,US,sphere,2,astronomical dusk
2000,Los Angeles,CA,US,sphere,20,afternoon
2000,Motherwell,SCT,GB,sphere,120,night
1999,Jackson,OH,US,sphere,20,night
1999,Houston,TX,US,sphere,30,night
1999,Pound Ridge,NY,US,sphere,300,night
1999,Santee,CA,US,sphere,180,afternoon
1999,Ward,AR,US,sphere,10,astronomical dusk
1999,North Pole,AK,US,sphere,1200,night
1998,Auburn,CA,US,sphere,600,afternoon
1998,Westborough,MA,US,sphere,90,afternoon
1998,Danville,PA,US,sphere,900,night
1998,Austin,TX,US,sphere,10,afternoon
1998,San Bernardino,CA,US,sphere,1800,morning
1997,Asheville,NC,US,sphere,60,night
1997,Dallas,GA,US,sphere,4,morning
1996,Albuquerque,NM,US,sphere,1800,night
1996,San Diego,CA,US,sphere,60,morning
1994,Halifax,ENG,GB,sphere,30,night
1994,Albuquerque,NM,US,sphere,3,night
1992,Waukegan,IL,US,sphere,600,morning
1990,Richibucto,NB,CA,sphere,900,astronomical dawn
1989,Franklin,NC,US,sphere,15,afternoon
1988,Edgewood,MD,US,sphere,45,afternoon
1986,Myrtle Beach,SC,US,sphere,180,night
1985,Grand Island,NE,US,sphere,30,afternoon
1983,Edison,NJ,US,sphere,1800,afternoon
1981,Ellwood city,PA,US,sphere,20,afternoon
1980,Middletown,OH,US,sphere,240,night
1978,North Adams,MA,US,sphere,30,afternoon
1977,Kinder,LA,US,sphere,1200,afternoon
1975,Newnan,GA,US,sphere,60,nautical dusk
1973,Dryden,ON,CA,sphere,30,NA
1971,Inyokern,CA,US,sphere,40,civil dusk
1968,Whittier,CA,US,sphere,420,night
1966,Malden,MA,US,sphere,1800,nautical dusk
1965,Guernsey,WY,US,sphere,60,afternoon
1959,Hobbs,NM,US,sphere,120,afternoon
1943,Portsmouth,ENG,GB,sphere,600,nautical dusk
2022,Little Rock,AR,US,star,1800,astronomical dawn
2022,Homewood,IL,US,star,600,night
2022,North Woodstock,NH,US,star,10,astronomical dusk
2022,Charlotte,NC,US,teardrop,240,astronomical dusk
2021,Cantonment,FL,US,teardrop,40,morning
2020,Salisbury,NC,US,teardrop,120,civil dawn
2019,Bullhead City,AZ,US,teardrop,20,night
2019,Imperial Beach,CA,US,teardrop,5,astronomical dusk
2018,Kanab,UT,US,teardrop,5,night
2017,Denver,CO,US,teardrop,60,night
2017,Holbrook,NY,US,teardrop,300,night
2016,Lyndhurst,NJ,US,teardrop,480,afternoon
2016,Seattle,WA,US,teardrop,50,night
2015,Fort Oglethorpe,GA,US,teardrop,600,afternoon
2015,Stoughton,MA,US,teardrop,600,night
2015,Lake Elsinore,CA,US,teardrop,30,nautical dusk
2014,Santa Fe,NM,US,teardrop,1800,civil dusk
2014,Crescent City,CA,US,teardrop,7,night
2013,Lincoln City,OR,US,teardrop,30,night
2013,Cambridge,ON,CA,teardrop,180,nautical dawn
2012,Pond Creek,OK,US,teardrop,180,night
2012,Davis,CA,US,teardrop,60,night
2012,Paphos,Pafos,CY,teardrop,900,nautical dusk
2011,Phoenix,AZ,US,teardrop,45,night
2011,Barnesville,OH,US,teardrop,300,morning
2010,Scottsdale,AZ,US,teardrop,30,night
2009,Tell City,IN,US,teardrop,300,astronomical dusk
2009,Ramsey,MN,US,teardrop,120,astronomical dusk
2008,Malaga,Andalusia,ES,teardrop,4,morning
2008,Butte,MT,US,teardrop,300,civil dusk
2007,Ravena,NY,US,teardrop,1800,nautical dawn
2007,Griffin,GA,US,teardrop,120,night
2006,Kamloops,BC,CA,teardrop,86400,astronomical dusk
2006,Urbandale,IA,US,teardrop,60,morning
2005,Niagara Falls,ON,CA,teardrop,600,morning
2004,Nashville,TN,US,teardrop,300,afternoon
2004,New Orleans,LA,US,teardrop,40,night
2003,Roseville,CA,US,teardrop,2,astronomical dusk
2002,Centreville,VA,US,teardrop,120,night
2002,Wichita,KS,US,teardrop,60,afternoon
2001,New York City,NY,US,teardrop,240,night
2001,Everett,WA,US,teardrop,5,night
2000,Fredericksburg,TX,US,teardrop,60,afternoon
1999,Victoria,BC,CA,teardrop,300,morning
1998,Eureka,CA,US,teardrop,900,morning
1995,Haslemere,ENG,GB,teardrop,10,afternoon
1982,Highland Heights,OH,US,teardrop,180,night
1957,Lahore,Punjab,PK,teardrop,3,afternoon
2023,Boonville,MO,US,triangle,600,night
2023,Monterey,CA,US,triangle,30,night
2022,Tucson,AZ,US,triangle,3,civil dusk
2022,Carbondale,IL,US,triangle,30,astronomical dusk
2022,Aberdeen,NC,US,triangle,120,night
2022,Dover,DE,US,triangle,60,nautical dusk
2022,Elkhorn,NE,US,triangle,120,night
2022,White City,SK,CA,triangle,0,nautical dusk
2022,Raleigh,NC,US,triangle,90,civil dusk
2022,Streetsboro,OH,US,triangle,15,night
2022,Norwood Young America,MN,US,triangle,45,night
2022,Mayfield heights,OH,US,triangle,10,night
2021,Phoenixville,PA,US,triangle,300,night
2021,Fort Myers Beach,FL,US,triangle,30,night
2021,Jacksonville,FL,US,triangle,10,night
2021,Los Angeles,CA,US,triangle,1200,astronomical dusk
2021,Richland,WA,US,triangle,60,afternoon
2021,Bellevue,WA,US,triangle,300,afternoon
2021,Anna Maria,FL,US,triangle,120,night
2020,Norwalk,CT,US,triangle,300,night
2020,Nevada,IA,US,triangle,60,night
2020,Owensboro,KY,US,triangle,300,morning
2020,Augusta,GA,US,triangle,60,astronomical dusk
2020,Orlando,FL,US,triangle,1200,night
2020,Windham,NH,US,triangle,60,morning
2020,Ottawa,ON,CA,triangle,30,nautical dusk
2020,New London,CT,US,triangle,60,night
2020,Walker,LA,US,triangle,120,nautical dusk
2020,Louisville,KY,US,triangle,10,nautical dusk
2020,Midway,TN,US,triangle,60,night
2020,Bangor,MI,US,triangle,2700,night
2020,Albuquerque,NM,US,triangle,86400,night
2020,Stevens Point,WI,US,triangle,600,night
2020,Honey Brook,PA,US,triangle,900,morning
2020,Delhi,NY,US,triangle,360,night
2020,Corpus Christi,TX,US,triangle,30,night
2019,Arlington,TX,US,triangle,8,night
2019,Katy,TX,US,triangle,3,night
2019,Enfield,NH,US,triangle,240,morning
2019,Yorba Linda,CA,US,triangle,1500,afternoon
2019,Roseville,MI,US,triangle,300,night
2019,Highland,IL,US,triangle,600,night
2019,Denham Springs,LA,US,triangle,5,night
2019,Hawkinsville,GA,US,triangle,90,night
2019,Morristown,TN,US,triangle,120,night
2019,Mendota,CA,US,triangle,15,night
2019,Wichita,KS,US,triangle,3,afternoon
2019,Bentonville,AR,US,triangle,180,astronomical dusk
2019,Antonito,CO,US,triangle,360,nautical dusk
2019,Little Rock,AR,US,triangle,300,night
2019,Statesboro,GA,US,triangle,20,night
2019,San Antonio,TX,US,triangle,120,astronomical dusk
2019,Olympia,WA,US,triangle,120,night
2019,Hamilton,MT,US,triangle,420,night
2019,Overland Park,KS,US,triangle,300,morning
2019,Hartford,CT,US,triangle,4,nautical dawn
2018,Yuma,AZ,US,triangle,300,astronomical dusk
2018,Wilmington,NC,US,triangle,10,night
2018,Lawton,OK,US,triangle,600,civil dusk
2018,London,ENG,GB,triangle,120,astronomical dusk
2018,Martinez,CA,US,triangle,120,nautical dusk
2018,Princeton,WV,US,triangle,420,night
2018,Jerome,ID,US,triangle,900,night
2018,Orlando,FL,US,triangle,120,night
2018,Mena,AR,US,triangle,5,night
2018,Rollinsford,NH,US,triangle,60,night
2017,Imperial Beach,CA,US,triangle,540,nautical dusk
2017,Houston,TX,US,triangle,3,night
2017,Santee,SC,US,triangle,240,night
2017,Los Angeles,CA,US,triangle,30,night
2017,East Liverpool,OH,US,triangle,120,night
2017,Bay Village,OH,US,triangle,600,astronomical dawn
2017,Grovetown,GA,US,triangle,120,night
2017,Ladson,SC,US,triangle,10,night
2017,Sullivan,MO,US,triangle,3,morning
2017,Virginia Beach,VA,US,triangle,120,night
2017,Vineland,NJ,US,triangle,43200,night
2017,North Myrtle Beach,SC,US,triangle,5,morning
2017,Austin,TX,US,triangle,180,astronomical dusk
2017,Londonderry,NH,US,triangle,1800,night
2017,Franklinton,LA,US,triangle,300,night
2017,Campbell,CA,US,triangle,300,night
2016,Jerseyville,IL,US,triangle,4,night
2016,Lower Burrell,PA,US,triangle,180,night
2016,Kettering,OH,US,triangle,1800,night
2016,Colorado Springs,CO,US,triangle,15,night
2016,Boulder,CO,US,triangle,15,night
2016,San Diego,CA,US,triangle,300,night
2016,Tucson,AZ,US,triangle,90,afternoon
2016,Columbus,OH,US,triangle,240,morning
2016,Lafayette,CO,US,triangle,60,morning
2016,Bainbridge Island,WA,US,triangle,240,astronomical dusk
2016,Marlton,NJ,US,triangle,180,afternoon
2016,Warren,OH,US,triangle,180,civil dusk
2016,Newburgh,IN,US,triangle,600,afternoon
2016,Concord,NC,US,triangle,900,civil dusk
2016,Springdale,AR,US,triangle,300,night
2016,Jacksonville,FL,US,triangle,300,night
2016,Port Orange,FL,US,triangle,15,night
2016,Mesa,AZ,US,triangle,25,night
2016,Sebastian,FL,US,triangle,2400,night
2016,East Aurora,NY,US,triangle,600,night
2016,Pontiac,MI,US,triangle,120,night
2016,Norwich,CT,US,triangle,600,night
2015,Buxton,NC,US,triangle,900,night
2015,South Lyon,MI,US,triangle,5,night
2015,Reno,NV,US,triangle,15,astronomical dawn
2015,Grand Rapids,MI,US,triangle,30,night
2015,Silver Spring,MD,US,triangle,60,morning
2015,Longmont,CO,US,triangle,600,night
2015,Christopher,IL,US,triangle,180,night
2015,Imperial Beach,CA,US,triangle,45,afternoon
2015,Fenton,MO,US,triangle,15,nautical dusk
2015,Lugoff,SC,US,triangle,60,night
2015,Phillipsburg,NJ,US,triangle,180,civil dusk
2015,Wilson,NY,US,triangle,300,astronomical dusk
2015,Columbus,OH,US,triangle,240,astronomical dusk
2015,Smithfield,PA,US,triangle,600,astronomical dusk
2015,Lawrenceville,GA,US,triangle,2700,night
2015,Dayton,OH,US,triangle,300,astronomical dusk
2015,Puyallup,WA,US,triangle,180,night
2015,Concordia,MO,US,triangle,60,afternoon
2015,Chattanooga,TN,US,triangle,300,night
2015,Buffalo Grove,IL,US,triangle,180,astronomical dusk
2015,Fresno,CA,US,triangle,180,night
2015,Boise,ID,US,triangle,1200,afternoon
2015,Torrington,CT,US,triangle,40,night
2014,Red Lodge,MT,US,triangle,5,night
2014,Meadowview,VA,US,triangle,60,nautical dawn
2014,Fairfield,OH,US,triangle,6,night
2014,Reno,NV,US,triangle,45,morning
2014,Worcester,MA,US,triangle,60,night
2014,Ashland,OR,US,triangle,120,night
2014,Swindon,ENG,GB,triangle,240,astronomical dusk
2014,Midwest City,OK,US,triangle,240,night
2014,Allentown,PA,US,triangle,60,night
2014,Minersville,PA,US,triangle,900,morning
2014,Franklin,NH,US,triangle,60,night
2014,Oshawa,ON,CA,triangle,120,nautical dusk
2014,Hyannis,MA,US,triangle,30,astronomical dawn
2014,Upland,CA,US,triangle,600,night
2014,San Clemente,CA,US,triangle,2700,morning
2014,Warrensburg,MO,US,triangle,240,astronomical dusk
2014,Phoenix,AZ,US,triangle,360,nautical dusk
2014,Greater Sudbury,ON,CA,triangle,7,nautical dusk
2014,Liberty,SC,US,triangle,20,night
2014,Fletcher,NC,US,triangle,20,astronomical dusk
2014,Kokomo,IN,US,triangle,86400,night
2014,Frederick,MD,US,triangle,1200,astronomical dusk
2014,Ropar,Punjab,IN,triangle,83,night
2014,Tampa,FL,US,triangle,300,night
2014,Dallas,TX,US,triangle,180,night
2014,South Kingstown,RI,US,triangle,180,afternoon
2014,Frankfort,KY,US,triangle,300,night
2014,Hartwell,GA,US,triangle,10,night
2013,Wayne,NJ,US,triangle,20,night
2013,Edmond,OK,US,triangle,300,night
2013,Berwick,PA,US,triangle,180,nautical dusk
2013,Rio Rancho,NM,US,triangle,86400,nautical dusk
2013,Key Largo,FL,US,triangle,10,night
2013,Des Moines,IA,US,triangle,10,night
2013,Lindsay,ON,CA,triangle,120,astronomical dusk
2013,Athens,GA,US,triangle,300,night
2013,Lehighton,PA,US,triangle,180,astronomical dusk
2013,Gainesville,FL,US,triangle,60,night
2013,Charleston,WV,US,triangle,180,night
2013,East Wenatchee,WA,US,triangle,180,night
2013,Fayetteville,NC,US,triangle,120,night
2013,Myrtle Beach,SC,US,triangle,2,night
2013,Port Angeles,WA,US,triangle,25,NA
2013,Lewiston,ID,US,triangle,240,NA
2013,Las Vegas,NV,US,triangle,86400,night
2013,Navarre,FL,US,triangle,15,night
2013,North Hollywood,CA,US,triangle,900,civil dusk
2013,Wylie,TX,US,triangle,45,astronomical dusk
2013,Quincy,MA,US,triangle,86400,night
2013,Red Wing,MN,US,triangle,180,astronomical dusk
2013,Spring,TX,US,triangle,600,night
2013,Sunset,UT,US,triangle,1800,night
2013,Sylacauga,AL,US,triangle,300,night
2013,Vestal,NY,US,triangle,180,night
2012,Washington,DC,US,triangle,900,night
2012,Plattsburgh,NY,US,triangle,420,night
2012,Racine,WI,US,triangle,15,night
2012,Burke,VA,US,triangle,5,night
2012,Hamilton,OH,US,triangle,240,night
2012,Mount Vernon,IA,US,triangle,300,night
2012,Sierra Vista,AZ,US,triangle,10,night
2012,Brockville,ON,CA,triangle,10,night
2012,Indianapolis,IN,US,triangle,240,astronomical dusk
2012,Vancouver,WA,US,triangle,240,night
2012,Sacramento,CA,US,triangle,30,night
2012,Great Falls,MT,US,triangle,12,night
2012,Vero Beach,FL,US,triangle,420,night
2012,Council Bluffs,IA,US,triangle,180,night
2012,Graham,WA,US,triangle,900,NA
2012,Cross Lanes,WV,US,triangle,120,morning
2012,Hopewell,VA,US,triangle,600,nautical dusk
2012,Fond du Lac,WI,US,triangle,60,afternoon
2012,Riverside,CA,US,triangle,7,astronomical dusk
2012,James Island,SC,US,triangle,600,night
2012,Waukesha,WI,US,triangle,600,night
2012,Alexandria,VA,US,triangle,30,night
2012,Rockford,IL,US,triangle,120,night
2012,Arlington Heights,IL,US,triangle,5,morning
2012,King William,VA,US,triangle,1800,night
2012,Allentown,PA,US,triangle,300,night
2012,Winder,GA,US,triangle,10,morning
2011,Fresno,CA,US,triangle,180,night
2011,Kansas City,MO,US,triangle,600,night
2011,Green River,WY,US,triangle,15,night
2011,Georgetown,KY,US,triangle,600,night
2011,Temple,TX,US,triangle,5,night
2011,Wilmington,NC,US,triangle,300,astronomical dusk
2011,Anthony,NM,US,triangle,6,night
2011,Exeter,NH,US,triangle,30,night
2011,Oakley,CA,US,triangle,900,nautical dusk
2011,Pendleton,IN,US,triangle,4,night
2011,Los Banos,CA,US,triangle,300,morning
2011,Columbia,MO,US,triangle,60,civil dusk
2011,Hermitage,TN,US,triangle,180,afternoon
2011,Espoo,Uusimaa,FI,triangle,10,NA
2011,Venice,CA,US,triangle,15,night
2011,Kearns,UT,US,triangle,120,night
2011,Walhalla,SC,US,triangle,60,astronomical dusk
2011,North Caldwell,NJ,US,triangle,120,nautical dawn
2011,Sarasota,FL,US,triangle,60,civil dusk
2010,Vanderbijlpark,Gauteng,ZA,triangle,10,night
2010,Troy,MI,US,triangle,300,astronomical dusk
2010,Harrison,ME,US,triangle,300,night
2010,Tuttle,OK,US,triangle,1200,night
2010,Clackamas,OR,US,triangle,120,civil dusk
2010,Warren,MI,US,triangle,600,astronomical dusk
2010,Kearny,NJ,US,triangle,1200,night
2010,Plymouth,MA,US,triangle,120,night
2010,Kent,WA,US,triangle,10,night
2010,Sydney,New South Wales,AU,triangle,1800,astronomical dusk
2010,Lemoore,CA,US,triangle,120,civil dusk
2010,Stafford Springs,CT,US,triangle,180,night
2010,Kissimmee,FL,US,triangle,240,astronomical dusk
2010,Cheyenne,WY,US,triangle,300,night
2010,Middlefield,OH,US,triangle,20,night
2010,Oakland,CA,US,triangle,10,night
2010,El Cajon,CA,US,triangle,720,night
2009,Delta Junction,AK,US,triangle,60,night
2009,Mandeville,LA,US,triangle,600,astronomical dawn
2009,Springville,CA,US,triangle,600,night
2009,Lakewood,WA,US,triangle,300,night
2009,Wallacia,New South Wales,AU,triangle,300,nautical dusk
2009,Wheeling,IL,US,triangle,120,morning
2009,Alton,IL,US,triangle,1800,astronomical dusk
2009,Rohnert Park,CA,US,triangle,120,night
2009,Texarkana,TX,US,triangle,600,night
2009,Greenfield,IL,US,triangle,1800,morning
2009,Durham,NC,US,triangle,300,night
2009,Horsham,PA,US,triangle,30,night
2009,Sanford,FL,US,triangle,60,nautical dusk
2009,Dothan,AL,US,triangle,15,astronomical dusk
2009,Bengaluru,Karnataka,IN,triangle,120,NA
2009,Monroe,LA,US,triangle,300,night
2008,Miami,FL,US,triangle,120,afternoon
2008,Indianapolis,IN,US,triangle,30,night
2008,Tellico Plains,TN,US,triangle,120,night
2008,Lahore,Punjab,PK,triangle,300,morning
2008,Monroe,NY,US,triangle,120,night
2008,Edinburgh,SCT,GB,triangle,20,astronomical dusk
2008,Fort Collins,CO,US,triangle,480,night
2008,Mount Sterling,KY,US,triangle,600,night
2008,Johnston,RI,US,triangle,20,night
2008,Highland,NY,US,triangle,300,night
2008,Mountain View,CA,US,triangle,360,nautical dusk
2008,Henning,TN,US,triangle,30,night
2008,Rockford,IL,US,triangle,60,night
2008,Covina,CA,US,triangle,60,night
2008,West Haven,CT,US,triangle,600,night
2008,Benicia,CA,US,triangle,120,morning
2008,Graham,WA,US,triangle,60,night
2008,Houston,TX,US,triangle,5,night
2007,Mount Pleasant,PA,US,triangle,300,night
2007,Boiling Springs,PA,US,triangle,180,night
2007,Auburn,MI,US,triangle,60,night
2007,Battle Creek,MI,US,triangle,420,astronomical dusk
2007,Omaha,NE,US,triangle,45,night
2007,Franklin,TN,US,triangle,120,afternoon
2007,Portsmouth,RI,US,triangle,1800,night
2007,Dinuba,CA,US,triangle,10,afternoon
2007,Gretna,VA,US,triangle,300,astronomical dusk
2007,Oshawa,ON,CA,triangle,6,morning
2007,Southside,AL,US,triangle,360,astronomical dusk
2007,Muncie,IN,US,triangle,180,civil dusk
2007,Hollywood,FL,US,triangle,60,afternoon
2007,Albany,OR,US,triangle,5,night
2007,Raleigh,NC,US,triangle,4,night
2007,Pasco,WA,US,triangle,20,night
2007,Santa Rosa,CA,US,triangle,720,astronomical dawn
2007,Hastings,MI,US,triangle,600,night
2007,LaPorte,IN,US,triangle,300,night
2006,Lafayette,LA,US,triangle,5,night
2006,Lucedale,MS,US,triangle,300,night
2006,Elkhorn,NE,US,triangle,5,night
2006,Onalaska,WI,US,triangle,30,night
2006,Boulder,CO,US,triangle,10,night
2006,Lake Worth,FL,US,triangle,1,night
2006,Miami,FL,US,triangle,25,night
2006,St. Louis,MO,US,triangle,120,afternoon
2006,Barnesville,OH,US,triangle,20,night
2006,Carmichael,CA,US,triangle,240,astronomical dusk
2006,Perth,Western Australia,AU,triangle,7,night
2006,Yamachiche,QC,CA,triangle,60,nautical dusk
2006,Lake Worth,FL,US,triangle,120,night
2006,Antelope,CA,US,triangle,90,night
